scenario_id,sector,issue_type,scenario_name,asset_types,failure_modes,causes,states,impacts,location_patterns,time_expressions,urgency_expressions,agency_candidates,responsible_party_hints,hitl_triggers,hard_negative_near_misses,required_evidence,forbidden_combinations,dialect_notes,example_complaints,coverage_status
CFS-0128,MUNICIPAL_SERVICES,permit_or_public_works_question,unclear municipal permit/works complaint,rokhsa; warsha; baladiye; works,ma3on rokhsa?; bala ishara; ma fi notice,unknown; citizen-observed failure,construction/road works,citizen needs review,2oddem l bineye; 3al tari2; bel 7ay,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; MPWT; CDR; UNKNOWN,public agency depends on asset and location,permit/project owner unclear,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,fi warsha bala notice 2oddem l bineye; hal 7afriyet ma3a rokhsa?; baladiye 3am teshteghil bass ma fi ishara,edge_case
CFS-0129,MUNICIPAL_SERVICES,public_sign_or_address,street name/address sign issue,law7a; esm l share3; address,maf2oude; ghalat; ma byin2ara,unknown; citizen-observed failure,old signage; address change,delivery/emergency access confusion,3al share3; 2oddem l bineye; 3al mafra2,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN,public agency depends on asset and location,address/admin vs road sign,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,law7a esm l share3 maf2oude; address l bineye ghalat 3al sign; law7a ma byin2ara w l delivery ydi3,seed
CFS-0130,MUNICIPAL_SERVICES,cemetery_or_public_local_service,local public service maintenance,madfan; hall; public toilet; park,mwasakh; maksur; ma fi daw,unknown; citizen-observed failure,maintenance issue,public access affected,bel 7ay; 3and l madfan; 7ad l baladiye,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN,public agency depends on asset and location,municipal asset confirmation,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,daw l madfan mtfi; public toilet mwasakh; hall l baladiye baddo tansif,seed
CFS-0131,MUNICIPAL_SERVICES,duplicate_or_cluster_followup,multiple citizens reporting same issue,shakwa; nafs l moshkle; reports,mtekarrra; ma t7allet; ma fi jawab,unknown; citizen-observed failure,chronic issue; duplicate reports,needs clustering; prioritization,bel 7ay; nafs l ma7al; 3al tari2,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; UNKNOWN,public agency depends on asset and location,dedupe/cluster and original issue mapping,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,kulna ba3atna 3an nafs l joura; nafs l moshkle men shaher w ma t7allet; fi aktar men report 3al zbele w ma 7ada radd,seed
CFS-0132,TRANSPORTATION,traffic_light_fault,traffic light not working,ishara daw2iye; traffic light; mafra2,ma 3am yeshteghil; mtfiye; 3al orange,unknown; citizen-observed failure,power/control fault,crash risk; traffic jam,3al mafra2; 2oddem l school; 3al tari2 l 3am,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; MPWT; ISF; EDL,public agency depends on asset and location,signal ownership and traffic control,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,l ishara daw2iye ma 3am teshteghil; traffic light 3al orange kel l wa2et; l mafra2 bala ishara w khatir,strong
CFS-0133,TRANSPORTATION,bus_stop_blocked,bus stop blocked,bus stop; maw2af; rasif,msakkar; cars; zbele; construction,unknown; citizen-observed failure,illegal parking; obstruction,people wait in road; accessibility issue,3al rasif; 7ad l school; 3al tari2,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; ISF; MPWT,public agency depends on asset and location,parking enforcement vs transport asset,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,maw2af l bus msakkar bel sayarat; bus stop m3abba zbele; l 3alam natrin bel tari2 la2an l maw2af msakkar,seed
CFS-0134,TRANSPORTATION,parking_obstruction_public,parking blocking public access,parking; sayyara; madkhal; rasif,msakkar; 3al rasif; blocking,unknown; citizen-observed failure,illegal parking,pedestrians/emergency access affected,2oddem l bineye; 3al rasif; 7ad l hospital,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; ISF,public agency depends on asset and location,private dispute vs public obstruction,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,sayyara msakkra l madkhal; parking 3al rasif w ma fina nemshe; cars msakrin emergency access,seed
CFS-0135,TRANSPORTATION,transport_signage_missing,transport/route signage missing,sign; route; maw2af; law7a,maf2oud; ma byin2ara; ghalat,unknown; citizen-observed failure,old sign; vandalism,drivers/passengers confused,3al maw2af; 3al mafra2; 7ad l station,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; MPWT,public agency depends on asset and location,transport authority/municipal sign,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,law7a l maw2af maf2oude; route sign ma byin2ara; sign l bus ghalat w l 3alam day3a,seed
CFS-0136,TRANSPORTATION,taxi_or_service_stand_issue,taxi/service stand obstruction,maw2af taxi; service; rasif,msakkar; 3am ya3mlo 3aj2a; bala tanzim,unknown; citizen-observed failure,poor organization; illegal standing,traffic congestion; pedestrian issue,bel sou2; 3al mafra2; 2oddem l hospital,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; ISF,public agency depends on asset and location,traffic enforcement,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,maw2af taxi msakkar l tari2; service wa2fin bnos l share3; fi 3aj2a 2oddem l hospital men l taxis,seed
CFS-0137,TRANSPORTATION,school_transport_access,school transport access unsafe,school bus; madkhal; tari2; rasif,msakkar; khatir; ma fi maw2af,unknown; citizen-observed failure,illegal parking; missing signage,children unsafe; traffic jam,2oddem l madrase; 3al madkhal; 3al rasif,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; ISF; MPWT,public agency depends on asset and location,school/public road enforcement,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,school bus ma 3am y2dar ywa2ef; madkhal l madrase msakkar bel cars; wled natrin 3al tari2 la2an ma fi maw2af,seed
CFS-0138,TRANSPORTATION,public_steps_or_access_route,pedestrian access route blocked,mamsha; rasif; stairs; passage,msakkar; maksur; khatir,unknown; citizen-observed failure,construction; parked cars; damage,pedestrians forced into road,3al rasif; 7ad l station; 2oddem l school,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; ISF,public agency depends on asset and location,transport/pedestrian access,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,mamsha l 3alam msakkar; passage l bus stop maksur; pedestrians 3am yemsho 3al tari2,seed
CFS-0139,TRANSPORTATION,traffic_congestion_from_public_issue,traffic jam from public infrastructure issue,3aj2a; ishara; tari2; obstruction,wa2fe; msakkra; ma fi tanzim,unknown; citizen-observed failure,broken signal; road works; obstruction,delays; emergency access risk,3al mafra2; bel sou2; 7ad l tunnel,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,MUN; MPWT; ISF,public agency depends on asset and location,traffic management vs infrastructure,private-only issue; unrelated app/file/password/order context,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,fi 3aj2a ktire la2an l ishara kharbene; road works bala tanzim 3am ya3mlo 3aj2a; obstruction 3al mafra2 mwa2ef l seyr,seed
CFS-0140,OTHER,private_wifi_password,private WiFi password problem,wifi; password; router,password ghalat; ma byeshbak; private,unknown; citizen-observed failure,personal device/config,not municipal,bel bayt; 3al laptop; 3al mobile,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,not municipal unless public telecom outage evidence,wifi password; private router; laptop only,GPS; image; time observed,route to TELECOM without Ogero/line/neighborhood outage,Lebanese Arabizi; short citizen-style wording,password l wifi ghalat; laptop ma 3am yeshbak 3al wifi; baddi ghayyer password l router,hard_negative
CFS-0141,OTHER,phone_screen_broken,private phone broken,mobile; phone; screen,maksour; ma byefta7; battery,unknown; citizen-observed failure,personal device,not infrastructure,bel bayt; bel shop,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,phone device repair,GPS; image; time observed,route to TELECOM,Lebanese Arabizi; short citizen-style wording,screen l mobile maksour; phone taba3e ma byefta7; battery l telephone khalsa,hard_negative
CFS-0142,OTHER,app_or_file_problem,private app/file/link issue,app; file; link; account,ma byefta7; m3alla2; login issue,unknown; citizen-observed failure,software/account problem,not municipal,3al mobile; bel shoghol; online,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,app; file; link; password,GPS; image; time observed,route to municipal services unless official municipal app named,Lebanese Arabizi; short citizen-style wording,l app ma 3am yefta7; l file ma 3am yenzal; l link ghalat,hard_negative
CFS-0143,OTHER,delivery_order_late,private delivery/order late,delivery; order; driver,met2akher; ma wosel; ghalat,unknown; citizen-observed failure,private commerce,not municipal,bel bayt; 3al app,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,order; delivery; restaurant,GPS; image; time observed,route to transport/waste,Lebanese Arabizi; short citizen-style wording,l delivery met2akher; order l akel ma wosel; driver daye3 3al location,hard_negative
CFS-0144,OTHER,home_appliance_broken,private appliance broken,barad; washing machine; charger,kharbene; ma byeshteghil; private,unknown; citizen-observed failure,personal appliance,not public infrastructure,bel bayt,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,private appliance,GPS; image; time observed,route to ELECTRICITY unless public outage evidence,Lebanese Arabizi; short citizen-style wording,l barad taba3e khereb; washing machine ma 3am teshteghil; charger l laptop khereb,hard_negative
CFS-0145,OTHER,food_on_stove,food on stove not fire complaint,akel; nar; stove,3al nar; cooking; private,unknown; citizen-observed failure,normal cooking,not safety unless active fire/smoke danger,bel bayt; bel matbakh,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,stove phrase; cooking; no hazard,GPS; image; time observed,route to SAFETY/fire without 7ari2/dkhane/khatar,Lebanese Arabizi; short citizen-style wording,l akel 3al nar; 7ot l akel 3al nar; te7dir l akel 3al nar,hard_negative
CFS-0146,OTHER,song_radio_kahraba,word kahraba in media/song context,kahraba; song; radio; movie,media mention; metaphor,unknown; citizen-observed failure,entertainment phrase,not electricity complaint,3al radio; bel movie; 3al mobile,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,song; radio; movie,GPS; image; time observed,route to ELECTRICITY/TELECOM,Lebanese Arabizi; short citizen-style wording,kahraba song 3al radio; m7awwel kahraba movie; heik esm l aghniye mesh shakwa,hard_negative
CFS-0147,OTHER,political_statement,political/civic rant without actionable incident,dawle; wizarat; mas2oulin; siyesiyin; hezb; mafia; wasta; balad,political blame; general rant; no local asset failure,unknown; citizen-observed failure,political discussion; civic anger; national situation,not routeable unless a concrete asset/failure/location is present,online comment; general discussion; no actionable location,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,political statement vs actionable complaint,political party mention; government rant; national grievance without location,specific asset; failure mode; location; current incident,route to ELECTRICITY/WATER/WASTE from political mention alone,Lebanese Arabizi; short citizen-style wording,mafia l mas2oulin w as7ab l moteret akid ma fi kahraba; heik dawle ma btet7arrak; 7ezb w tayar w ma fi may wala kahraba,hard_negative
CFS-0148,OTHER,abusive_or_profane_language,abusive/profane statement without actionable incident,insult; profanity; harassment; threat,bad language; direct insult; verbal abuse,unknown; citizen-observed failure,online anger; harassment; non-actionable rant,not routeable unless a concrete asset/failure/location is present,online comment; no actionable location,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,abuse/profanity vs actionable complaint,profanity-only rant; direct insult; verbal harassment,specific asset; failure mode; location; current incident,route from profanity alone; route to SAFETY only with concrete threat/incident evidence,Lebanese Arabizi; short citizen-style wording,bad language about the country without a specific complaint; direct insult with no public asset; abusive rant mentioning services only generally,hard_negative
CFS-0149,OTHER,school_or_homework_issue,school/homework personal issue,homework; madrase; exam; professor,ma khallas; deadline; private,unknown; citizen-observed failure,personal education,not municipal unless facility infrastructure,bel madrase; bel bayt,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,homework; exam; professor; deadline,GPS; image; time observed,route to municipal services,Lebanese Arabizi; short citizen-style wording,homework ma khallas; deadline l project bukra; professor ma radd 3layna,hard_negative
CFS-0150,OTHER,personal_bill_dispute,private invoice/bill dispute,bill; invoice; receipt; account,ghalat; ma tdfa3; dispute,unknown; citizen-observed failure,private billing,not infrastructure unless public utility account clearly named,online; bel shop,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,private invoice; restaurant bill,GPS; image; time observed,route to WATER/ELECTRICITY without utility context,Lebanese Arabizi; short citizen-style wording,invoice l delivery ghalat; bill l restaurant zeyde; receipt ma wosel 3al email,hard_negative
CFS-0151,OTHER,private_parking_dispute,private parking spot dispute,parking; mahal saff; neighbor,akhad ma7alle; private; dispute,unknown; citizen-observed failure,neighbor/private property,not municipal unless public access blocked,bel bineye; parking l beit,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN; ISF,public agency depends on asset and location,private dispute vs public obstruction,private parking spot; mall parking,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,jare akhad mahal parking taba3e; parking l bineye private; ma la2et ma7al saff bel mall,hard_negative
CFS-0152,OTHER,personal_travel_airport,airport/travel not rain,matar; flight; luggage; visa,travel; airport; delayed flight,unknown; citizen-observed failure,personal travel,not flooding/weather,3al matar; bel airport,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,airport/travel; flight; luggage,GPS; image; time observed,route to FLOODING because of matar,Lebanese Arabizi; short citizen-style wording,rayeh 3al matar; l flight t2ajjal; shantet l safar ma woslet,hard_negative
CFS-0153,OTHER,private_chat_group,WhatsApp/group communication issue,group; whatsapp; message; mobile,ma 7ada radd; private chat,unknown; citizen-observed failure,private communication,not municipal unless official channel,3al group; 3al whatsapp,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,group; whatsapp; private chat,GPS; image; time observed,route to TELECOM/MUNICIPAL_SERVICES without official complaint context,Lebanese Arabizi; short citizen-style wording,ma 7ada radd 3al group; ba3atet 3al whatsapp w ma jawabo; message l group ma byeb3at,hard_negative
CFS-0154,OTHER,private_car_mechanic,private car/mechanic issue,sayyara; moteur; mechanic; tire,kharbene; puncture; private,unknown; citizen-observed failure,personal vehicle issue,not municipal unless caused by road hazard,bel garage; 3al tari2,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,"if caused by public pothole, route ROADS",private car repair,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,sayyarte kharbene; tire n2aba bas mish men joura; moteur l sayyara ma 3am yeshteghil,hard_negative
CFS-0155,OTHER,private_plumbing_inside_home,private plumbing issue,sink; toilet; pipe; bathroom,msakkar; ysarrib; private,unknown; citizen-observed failure,home plumbing,not public network unless sewage/public pipe evidence,bel bayt; bel 7ammem,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,private plumbing vs public sewage/water,inside home only,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,sink taba3 l bayt msakkar; toilet l she2a 3am ysarrib; masoura jouwa l bayt kharbene,hard_negative
CFS-0156,OTHER,private_generator_bill,private generator subscription dispute,moteur; ishtirak; bill,ghele; bill ghalat; private,unknown; citizen-observed failure,private provider dispute,not EDL unless public grid issue,bel 7ay; 3and l moteur,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,private generator vs EDL outage,subscription dispute,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,bill l moteur ghalat; ishtirak l moteur ghele; owner l moteur ma radd 3layna,hard_negative
CFS-0157,OTHER,restaurant_or_food_quality,private food/restaurant complaint,akel; restaurant; order,bared; ghalat; khayis,unknown; citizen-observed failure,private commerce,not municipal unless public health pattern,bel restaurant; delivery,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,possible public health only if contamination/public risk,private order,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,l order taba3 l restaurant ghalat; l akel bared; delivery jeb akel mesh taba3e,hard_negative
CFS-0158,OTHER,job_or_work_deadline,work/deadline personal issue,meeting; deadline; file; shoghol,met2akher; ma khallas; private,unknown; citizen-observed failure,work admin,not municipal,bel shoghol; online,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,meeting; deadline; file; link,GPS; image; time observed,route to municipal services,Lebanese Arabizi; short citizen-style wording,3ande meeting w l file ma khallas; deadline l shoghol bukra; link l meeting ma byefta7,hard_negative
CFS-0159,OTHER,weather_general_no_damage,weather comment without incident,matar; shita; hawa; talj,general weather; no impact,unknown; citizen-observed failure,weather observation,not complaint unless asset/impact,bel 7ay; online,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,route only if damage/flood/blocked road evidence,weather-only,GPS; image; time observed,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,l shita 2awye lyom; matar ktir bass ma fi moshkle; hawa 2awe w bas,hard_negative
CFS-0160,OTHER,private_social_media_post,social media/photo issue,sawra; post; story; account,ma 3am tetla3; private,unknown; citizen-observed failure,app/social account,not municipal,3al instagram; 3al mobile,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,agency/jurisdiction unclear; public vs private boundary,social media app,GPS; image; time observed,route to TELECOM without network evidence,Lebanese Arabizi; short citizen-style wording,sawra ma 3am tetla3 3al app; post l instagram m3alla2; account ma byefta7,hard_negative
CFS-0161,OTHER,insufficient_info_noise,vague civic word without actionable issue,zbele; may; kahraba; tari2,mentioned only; no problem,unknown; citizen-observed failure,rant/noise,needs human review or insufficient info,unknown; online comment,men embare7; men tlet iyem; kel yom,3ajil; khatir; ma byin7amal,UNKNOWN,public agency depends on asset and location,insufficient_info; ask follow-up,single ambiguous word; rant only,ask for asset/failure/location,private-only issue without public asset; unrelated app/file/password context,Lebanese Arabizi; short citizen-style wording,heida l balad zbele; kahraba ya zalame bass hek; may w tari2 w ma ba3ref,hard_negative
CFS-0162,TELECOM,connectivity_issue,General telecom connectivity failure,internet; net; wifi; DSL; fiber; telephone,ma fi net; wifi battal; internet taffa; 5at waqaf,Ogero fault; fiber cut; line damage; citizen-observed failure,no connectivity; intermittent; full outage,work/study interrupted; neighborhood affected,bel bayt; bel 7ay; bel bineye; bel manta2a,men embare7; men tlet iyem; men l sobo7; men sbou3,3ajil; ma byin7amal; 3an jad,OGERO,Ogero fixed line; Ogero fiber,private ISP vs Ogero; mobile vs fixed,private wifi password; phone data; app issue,time observed; location,private-only; mobile data; app/software issue,Lebanese Arabizi; generic connectivity complaint broader than internet_outage,ma fi internet bel 7ayye men sbou3; el wifi battal w ma reje3; l connectivity problem bel bineye,strong
CFS-0163,TELECOM,line_fault,Fixed telephone or DSL line fault,5at thabet; telephone; DSL; landline; khat,waqaf; msakkar; ma fi dial tone; line dead; khat msakkar,Ogero fault; physical damage; exchange issue; citizen-observed failure,line dead; no dial tone; DSL sync lost,telephone and internet both down,bel bayt; 3al khat; bel 7ay,men embare7; men tlet iyem; men sbou3; men yomein,3ajil; ma byin7amal; 3an jad,OGERO,Ogero fixed line,physical vs exchange fault; private modem vs Ogero line,mobile network; private router; app issue,time observed; telephone number if available,mobile-only; wifi-only without landline reference,Lebanese Arabizi; 5at or khat = landline/DSL line,el 5at waqaf w ma reje3 men tlet iyem; ma fi dial tone 3al telephone; l khat el thabet msakkar,strong
CFS-0164,TELECOM,service_unresponsive,Ogero ticket or complaint with no follow-up,ticket; balagh; complaint; Ogero support,ma 7ada radd; ticket maftouh; ma 7ada tharrak; la 7ada je,no technician dispatch; support backlog; escalation ignored,open ticket; no response; no technician assigned,unresolved fault; work/study interrupted,bel bayt; bel 7ay,men embare7; men tlet iyem; men sbou3; men khamse iyem,3an jad; ma byin7amal; please; 3ajil,OGERO,Ogero support; Ogero call center; 1515,ticket vs no ticket; private ISP vs Ogero,private ISP ticket; baladiye complaint; municipality ticket,ticket reference or time elapsed,new fault report without prior ticket; private ISP,Lebanese Arabizi; fata7na/ba3atna/bala3na ticket = filed a complaint,fata7na ticket 3al ogero w ma 7ada radd men sbou3; bala3na balagh w la 7ada je; 3am natle2 3al ogero w ma 7ada byradd,strong
CFS-0165,TELECOM,infrastructure_damage,Physical damage to Ogero infrastructure,Ogero box; cabinet; pole; khazene Ogero; wire; cable; khat,7atta 3al ard; 3amlo 7aran; mkasar; damaged; vandalized,roadworks; accident; vandalism; weather; citizen-observed damage,cabinet knocked over; pole down; box damaged; wire cut,service outage; safety hazard; neighborhood affected,bel share3; 3end baytna; bel 7ay; 3al tari2,men embare7; men tlet iyem; halla2,3an jad; 3ajil; khatar; dangerous,OGERO,Ogero infrastructure; Ogero field team,Ogero vs EDL pole; public vs private cable,EDL electricity pole; private cable; modem hardware,GPS; image; time observed,private equipment only; software/app issue,Lebanese Arabizi; khazene Ogero = Ogero street cabinet,el khazenet ogero hatta 3al ard 3end baytna; Ogero box 3amlo 7aran bel share3; el khat el thabet waqaf ba3d ma darabu l 3arabiye 3a l 3amoud,strong
