term_id,canonical_arabizi,variants,arabic_lebanese,english_meaning,language_role,sector_hint,issue_hint,asset_type,source,confidence,complaint_use,context_required,negative_constraints,example_contexts,review_status
CFL-04798,bel park,bel park,,,location_pattern,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04799,GPS,GPS,,,required_evidence,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04800,image,image,,,required_evidence,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04801,time observed,time observed,,,required_evidence,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04802,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04803,neglect,neglect,,,state,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04804,roadkill,roadkill,,,state,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04805,kel yom,kel yom,,,time_expression,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04806,men embare7,men embare7,,,time_expression,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04807,men tlet iyem,men tlet iyem,,,time_expression,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04808,3ajil,3ajil,,,urgency_expression,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04809,khatir,khatir,,,urgency_expression,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04810,ma byin7amal,ma byin7amal,,,urgency_expression,WASTE,dead_animals_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi kalb meyyet 3al tari2; bis meyyet 7ad l container w fi ri7a; hayawan meyyet bel park badna yshilou,seed
CFL-04811,MUN,MUN,,,agency_hint,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04812,akyas,akyas,,,asset,WASTE,garbage_not_collected,zbele; akyas; container,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04813,container,container,,,asset,WASTE,garbage_not_collected,zbele; akyas; container,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04814,zbele,zbele,,,asset,WASTE,garbage_not_collected,zbele; akyas; container,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04815,citizen-observed failure,citizen-observed failure,,,cause,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04816,unknown,unknown,,,cause,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04817,7ot l zbele,7ot l zbele; 7ot l zbele,حطّ الزبالة,put the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04818,jeeb l zbele,jeeb l zbele; jeeb l zbele,جيب الزبالة,bring the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04819,jible l zbele,jible l zbele; jible l zbele,جيبلي الزبالة,bring me the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04820,kabb l zbele,kabb el zbele; kabb l zbele; keb el zbele; keb l zbele,كبّ الزبالة,throw out the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele|kabb l zbele,evidence_only
CFL-04821,kabbet l zbele,kabbayt l zbele; kabbet l zbele,كبّيت الزبالة,I threw out the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04822,khod l zbele,khod l zbele; khod l zbele,خود الزبالة,take the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04823,l jiran kabbo zbele,el jiran kabbo zbele; l jiran kabbo zbele,الجيران كبّوا زبالة,the neighbors threw trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04824,l zbele 3al madkhal,l zbele 3al madkhal; l zbele 3al madkhal,الزبالة عالمدخل,the trash is at the entrance,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04825,l zbele m3abbeye,l zbele m3abbeye; l zbele m3abbeye,الزبالة معبّاية,the trash is full,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04826,ma tensa l zbele,ma tensa l zbele; ma tinsa l zbele,ما تنسى الزبالة,do not forget the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04827,naddif l zbele,naddif l zbele; naddif l zbele,نضّف الزبالة,clean the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04828,sheel l zbele,sheel l zbele; sheel l zbele,شيل الزبالة,remove the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04829,wen men7ot l zbele,wein men7ot l zbele; wen men7ot l zbele,وين منحط الزبالة؟,where do we put the trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04830,zbele,zbele; zbele,الزبالة,trash,classification_signal,WASTE,garbage_not_collected,,master_signal_lexicon,high,classification_signal,FALSE,must agree with scenario context before generation,matched_patterns:zbele,evidence_only
CFL-04831,l 7awiye ba3da melyene,l 7awiye ba3da melyene,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l madrase l 7awiye ba3da melyene w ma 3am n2dar niftah l shebbek men l sobo7; 2oddem l mahal l 7awiye ba3da melyene w ma 3am n2dar niftah l shebbek men 2sbou3; 2oddem l mahal l 7awiye ba3da melyene w men tlet iyem ba3d l matar; 3a zawyet l share3 l 7awiye ba3da melyene w ma 3am n2dar niftah l shebbek men l sobo7; 3ajil l 7awiye ba3da melyene 2oddem l mahal l 7ayawanet 3am tifta7 l akyas men emes mish ma32oul ydal hek; 3ajil l 7awiye ba3da melyene 3al khat l fo2ani l 7ayawanet 3am tifta7 l akyas kel yom khabrou l baladiye,needs_inventory_mapping
CFL-04832,l zbele ma shaloha,l zbele ma shaloha,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt l zbele ma shaloha w l 7ayawanet 3am tifta7 l akyas ba3d l matar; 2oddem l bayt l zbele ma shaloha w ma 3am n2dar niftah l shebbek men emes; 2oddem l madrase l zbele ma shaloha w l ri7a besh3a men tlet iyem; 2oddem l pharmacy l zbele ma shaloha w men tlet iyem men tlet iyem; 3a zawyet l share3 l zbele ma shaloha w ma 3am n2dar niftah l shebbek men 2sbou3; 3a zawyet l share3 l zbele ma shaloha w ma 3am n2dar niftah l shebbek men tlet iyem,needs_inventory_mapping
CFL-04833,l zbeleh ma shaloha,l zbeleh ma shaloha,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,"3an jad fi l zbeleh ma shaloha 7add l sou2. men tlet iyem ma ba2a yn7amal; 3an jad fi l zbeleh ma shaloha jemb l supermarket. l ri7a besh3a w ma 7ada 3am yrud; baddna nballigh 3an l zbeleh ma shaloha wara l madrase bel leil l 7ayawanet 3am tifta7 l akyas khabrou l baladiye; ballegh 3an l zbeleh ma shaloha 2oddem l pharmacy men emes, l ri7a besh3a; fi l zbeleh ma shaloha 2oddem l bayt. men tlet iyem ma ba2a yn7amal; fi l zbeleh ma shaloha 3al tari2 l 3am. l ri7a besh3a baddna 7al sari3",needs_inventory_mapping
CFL-04834,nfayat ma njama3et,nfayat ma njama3et,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt nfayat ma njama3et w l 7ayawanet 3am tifta7 l akyas men emes; 2oddem l bayt nfayat ma njama3et w l 7ayawanet 3am tifta7 l akyas sar ma3na kaza yom; 2oddem l bayt nfayat ma njama3et w ma 3am n2dar niftah l shebbek sar ma3na kaza yom; 2oddem l bayt nfayat ma njama3et w men tlet iyem sar ma3na kaza yom; 2oddem l mahal nfayat ma njama3et w ma 3am n2dar niftah l shebbek ba3d l matar; 2oddem l pharmacy nfayat ma njama3et w l ri7a besh3a men tlet iyem,needs_inventory_mapping
CFL-04835,shirket l zbele ma ejet,shirket l zbele ma ejet,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt shirket l zbele ma ejet w ma 3am n2dar niftah l shebbek bel leil; 2oddem l bayt shirket l zbele ma ejet w ma 3am n2dar niftah l shebbek kel yom; 2oddem l bayt shirket l zbele ma ejet w men tlet iyem bel leil; 2oddem l madrase shirket l zbele ma ejet w ma 3am n2dar niftah l shebbek hala2; 2oddem l madrase shirket l zbele ma ejet w men tlet iyem kel yom; 2oddem l mahal shirket l zbele ma ejet w l ri7a besh3a ba3d l matar,needs_inventory_mapping
CFL-04836,shirket l zbeleh ma ejet,shirket l zbeleh ma ejet,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,3an jad shirket l zbeleh ma ejet 2oddem l pharmacy l ri7a besh3a ma ba2a yn7amal; 3an jad shirket l zbeleh ma ejet 7add l bineye men tlet iyem please 7ada yshouf; l ri7a besh3a baddna 7al sari3 plz; law sama7to fi shirket l zbeleh ma ejet jemb l supermarket. ma 3am n2dar niftah l shebbek mish ma32oul ydal hek!; lek shirket l zbeleh ma ejet 3and l madkhal men tlet iyem w ma 7ada 3am yrud; ma 3am n2dar niftah l shebbek badha kashf 3ajil,needs_inventory_mapping
CFL-04837,trash,trash,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt trash ba3do 3al tari2 w l 7ayawanet 3am tifta7 l akyas hala2; 2oddem l bayt trash ba3do 3al tari2 w l 7ayawanet 3am tifta7 l akyas men l sobo7; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a ba3d l matar; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a kel yom; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a men 2sbou3; 2oddem l bayt trash ba3do 3al tari2 w men tlet iyem men emes,needs_inventory_mapping
CFL-04838,trash ba3do,trash ba3do,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt trash ba3do 3al tari2 w l 7ayawanet 3am tifta7 l akyas hala2; 2oddem l bayt trash ba3do 3al tari2 w l 7ayawanet 3am tifta7 l akyas men l sobo7; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a ba3d l matar; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a kel yom; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a men 2sbou3; 2oddem l bayt trash ba3do 3al tari2 w men tlet iyem men emes,needs_inventory_mapping
CFL-04839,trash ba3do 3al tari2,trash ba3do 3al tari2,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,2oddem l bayt trash ba3do 3al tari2 w l 7ayawanet 3am tifta7 l akyas hala2; 2oddem l bayt trash ba3do 3al tari2 w l 7ayawanet 3am tifta7 l akyas men l sobo7; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a ba3d l matar; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a kel yom; 2oddem l bayt trash ba3do 3al tari2 w l ri7a besh3a men 2sbou3; 2oddem l bayt trash ba3do 3al tari2 w men tlet iyem men emes,needs_inventory_mapping
CFL-04840,zbele ma njama3et,zbele ma njama3et,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,"2oddem l bayt fi zbele ma njama3et, ma 3am n2dar niftah l shebbek, men tlet iyem; 2oddem l bayt zbele ma njama3et w l ri7a besh3a bel leil; 2oddem l bayt zbele ma njama3et w l ri7a besh3a kel yom; 2oddem l bayt zbele ma njama3et w ma 3am n2dar niftah l shebbek men emes; 2oddem l bayt zbele ma njama3et w ma 3am n2dar niftah l shebbek men l sobo7; 2oddem l bayt zbele ma njama3et w ma 3am n2dar niftah l shebbek men tlet iyem",needs_inventory_mapping
CFL-04841,zbeleh ma njama3et,zbeleh ma njama3et,,,corpus_evidence_term,WASTE,garbage_not_collected,,v29_model_corpus_evidence_terms,high,audit_seed,FALSE,verify against scenario inventory before generation,3a zawyet l share3 zbeleh ma njama3et w ma 3am n2dar niftah l shebbek kel yom; lek zbeleh ma njama3et 7add l bineye men tlet iyem w ma 7ada 3am yrud?; ma32oul zbeleh ma njama3et 7add l sou2 l ri7a besh3a w ma 7ada 3am yrud; men tlet iyem mish ma32oul ydal hek ya3ne; please zbeleh ma njama3et 2oddem l mahal men tlet iyem mish ma32oul ydal hek; plz zbeleh ma njama3et 2oddem l bayt w l 7ayawanet 3am tifta7 l akyas ya3ne,needs_inventory_mapping
CFL-04842,ba2ela iyem,ba2ela iyem,,,failure_mode,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04843,ma lammo,ma lammo,,,failure_mode,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04844,metrakme,metrakme,,,failure_mode,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04845,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04846,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04847,private-only issue,private-only issue,,,hard_negative_near_miss,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04848,unrelated app/file/password/order context,unrelated app/file/password/order context,,,hard_negative_near_miss,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04849,agency/jurisdiction unclear,agency/jurisdiction unclear,,,hitl_trigger,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04850,public vs private boundary,public vs private boundary,,,hitl_trigger,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04851,animals,animals,,,impact,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04852,bad smell,bad smell,,,impact,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04853,blocked sidewalk,blocked sidewalk,,,impact,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04854,2oddem l bineye,2oddem l bineye,,,location_pattern,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04855,3al rasif,3al rasif,,,location_pattern,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04856,7ad l school,7ad l school,,,location_pattern,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04857,GPS,GPS,,,required_evidence,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04858,image,image,,,required_evidence,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04859,time observed,time observed,,,required_evidence,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04860,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04861,missed collection,missed collection,,,state,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04862,route gap,route gap,,,state,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04863,strike,strike,,,state,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04864,kel yom,kel yom,,,time_expression,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04865,men embare7,men embare7,,,time_expression,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04866,men tlet iyem,men tlet iyem,,,time_expression,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04867,3ajil,3ajil,,,urgency_expression,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04868,khatir,khatir,,,urgency_expression,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04869,ma byin7amal,ma byin7amal,,,urgency_expression,WASTE,garbage_not_collected,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,l zbele ma lammo men tlet iyem; akyas zbele metrakme 2oddem l bineye; ma 7ada 3am yshil l zbele bel 7ay,strong
CFL-04870,MUN,MUN,,,agency_hint,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04871,aghssan,aghssan,,,asset,WASTE,green_waste_or_tree_debris,aghssan; wra2; shajra; zbele,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04872,shajra,shajra,,,asset,WASTE,green_waste_or_tree_debris,aghssan; wra2; shajra; zbele,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04873,wra2,wra2,,,asset,WASTE,green_waste_or_tree_debris,aghssan; wra2; shajra; zbele,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04874,zbele,zbele,,,asset,WASTE,green_waste_or_tree_debris,aghssan; wra2; shajra; zbele,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04875,citizen-observed failure,citizen-observed failure,,,cause,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04876,unknown,unknown,,,cause,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
CFL-04877,ba3d l 2ass,ba3d l 2ass,,,failure_mode,WASTE,green_waste_or_tree_debris,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,aghssan metrakme 3al rasif; ba3d ma 2asso l shajra tarako l wra2; shajra w zbele msakrin l balou3a,seed
