surface_id,surface_form,normalized_surface,canonical_form,source_layer,source_id,source_field,sector,issue_type,category,variant_rule,confidence_level,false_friend_risk,risk_level,allowed_uses,blocked_uses,review_status,reviewer_id,must_not_auto_promote,source_reference,created_at
ASF-07289,el she3el,el she3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07290,che3el,che3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07291,s7e3el,s7e3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07292,shi3el,shi3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07293,l shi3el,l shi3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07294,el shi3el,el shi3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07295,shee3el,shee3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07296,chi3el,chi3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07297,s7i3el,s7i3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07298,ashghal,ashghal,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07299,l ashghal,l ashghal,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07300,el ashghal,el ashghal,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07301,achghal,achghal,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07302,ash8al,ash8al,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,GH_TO_8,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07303,as7ghal,as7ghal,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07304,she3el tari2,she3el tari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07305,she3eltari2,she3eltari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07306,she3el-tari2,she3el-tari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07307,she3el taree2,she3el taree2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07308,che3el tari2,che3el tari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07309,she3el tari',she3el tari',she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07310,s7e3el tari2,s7e3el tari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07311,fi she3el,fi she3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07312,fishe3el,fishe3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07313,fi-she3el,fi-she3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07314,fee she3el,fee she3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07315,fi che3el,fi che3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SH_TO_CH,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07316,fi s7e3el,fi s7e3el,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,H_TO_7_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07317,a3mel tari2,a3mel tari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07318,a3meltari2,a3meltari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,REMOVE_SPACES_PUNCT,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07319,a3mel-tari2,a3mel-tari2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,SPACE_TO_HYPHEN,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07320,a3mel taree2,a3mel taree2,she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07321,a3mel tari',a3mel tari',she3el,candidate_bank,ARZ-CAND-0384,variants,ROADS,ROAD_BLOCKED,noun_infra,2_TO_APOSTROPHE,MEDIUM,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07322,jrafe,jrafe,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07323,l jrafe,l jrafe,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07324,el jrafe,el jrafe,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07325,jrafi,jrafi,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07326,l jrafi,l jrafi,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07327,el jrafi,el jrafi,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07328,jrafee,jrafee,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07329,7affar,7affar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07330,l 7affar,l 7affar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07331,el 7affar,el 7affar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07332,haffar,haffar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,7_TO_H_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07333,7affare,7affare,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07334,l 7affare,l 7affare,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07335,el 7affare,el 7affare,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07336,haffare,haffare,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,7_TO_H_LOW_CONF,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07337,buldozer,buldozer,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07338,l buldozer,l buldozer,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07339,el buldozer,el buldozer,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07340,bouldozer,bouldozer,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,U_TO_OU,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07341,caterpillar,caterpillar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07342,l caterpillar,l caterpillar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07343,el caterpillar,el caterpillar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07344,caterpeellar,caterpeellar,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,I_TO_EE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07345,jarrafe,jarrafe,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07346,l jarrafe,l jarrafe,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07347,el jarrafe,el jarrafe,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_EL_ARTICLE,LOW,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07348,bulldozer,bulldozer,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,BASE_SOURCE_FORM,HIGH,false,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
ASF-07349,l bulldozer,l bulldozer,jrafe,candidate_bank,ARZ-CAND-0385,variants,ROADS,ROAD_BLOCKED,noun_infra,ADD_L_ARTICLE,MEDIUM,true,LOW,normalization_support|oov_detection|duplicate_matching_support|language_detection_features|stress_test_generation,routing|severity_assignment|sector_classification|issue_type_decision|core_vocab_promotion,REVIEW_ONLY_GENERATED,SYSTEM-V15,true,build_full_lexicon_fixed_v2.py,2026-05-21T00:00:00Z
