normalised_token,top_raw_forms,freq,distinct_tweets,civic_co_occ,civic_ratio,az_ctx_count,az_ctx_ratio,score,has_arabizi_digit,guardrailed,sample_tweet
chair,chair(3),3,3,0,0.000,2,0.667,4.0,0,0,Curves #curves #chair #jbeilsouks #outdoor #photooftheday #street #photographie #picofday… https://t
habtoor,habtoor(3),3,3,0,0.000,2,0.667,4.0,0,0,? @ Le Mall Habtoor https://t.co/5IIiNLTTrY
grind,grind(3),3,3,0,0.000,2,0.667,4.0,0,0,Gonna grind a bit on bo3
volunteer,volunteer(3),3,3,0,0.000,2,0.667,4.0,0,0,@SakkerElDekkene #volunteer https://t.co/If7RyiLcVl
customer,customer(3),3,3,0,0.000,2,0.667,4.0,0,0,Our loyal customer Noah giving a hand in watering Louis' plants! Way to go pal!  #HajjAuSouk @… http
taanayel,taanayel(3),3,3,0,0.000,2,0.667,4.0,0,0,Lunch time in Chtoura awesome weather with the best ever (@ Taanayel Ecolodge) https://t.co/41AVQA5t
sets,sets(3),3,3,0,0.000,2,0.667,4.0,0,0,From The Economist Espresso: ECB fires monetary bazooka (again); China sets bullish growth target  h
zahl,zahl(3),3,3,0,0.000,2,0.667,4.0,0,0,I'm at Chateau Khoury in zahlé bekaa https://t.co/vrXLHPbQhn
letstakeselfies,letstakeselfies(3),3,3,0,0.000,2,0.667,4.0,0,0,#LetsTakeSelfies  #PyaarKiSelfie Follow Please ==&gt;  Instagram  https://t.co/TKttSvfciU Twitter :@
grant,grant(3),3,3,0,0.000,2,0.667,4.0,0,0,Oh Allah! Relieve me of sickness darkness loneliness pain hurt&amp; save me from the punishment of H
rulesofbeautifulvideo,rulesofbeautifulvideo(3),3,3,0,0.000,2,0.667,4.0,0,0,plz follow?? ?https://t.co/tYyF1Ikefo   ? ?@RaphaelJabbour1  #raphaeljabbour #rulesofbeautifulvideo 
sugod,sugod(3),3,3,0,0.000,2,0.667,4.0,0,0,@ToMihoOFC @MihoNishidaOFC @TommySquadOFC @TommySquadWorld @BunniesTOMIHO Sugod na sa IG   #Matangla
bcharre,bcharre(3),3,3,0,0.000,2,0.667,4.0,0,0,Under the sky ???? @ Arez Bcharre https://t.co/lCiwFRbvpy
simaelamine,simaelamine(3),3,3,0,0.000,2,0.667,4.0,0,0,@simaelamine ??? https://t.co/Rk9Lrj2cs1
mak,mak(3),3,3,0,0.000,2,0.667,4.0,0,0,Candy chemistry#What's your Favorite Candy Treat??@mak-aisha.edu.lb https://t.co/EJYy4iSJN1
edu,edu(3),3,3,0,0.000,2,0.667,4.0,0,0,Candy chemistry#What's your Favorite Candy Treat??@mak-aisha.edu.lb https://t.co/EJYy4iSJN1
rabieh,rabieh(3),3,3,0,0.000,2,0.667,4.0,0,0,LookUp&amp;GetLost? @ Beruit Rabieh https://t.co/JiAhfnvqCl
trax,trax(3),3,3,0,0.000,2,0.667,4.0,0,0,Rap is Related trax https://t.co/7eIr2Kt2Bx
uploaded,uploaded(3),3,3,0,0.000,2,0.667,4.0,0,0,Perfect Pitch remix contest ! Buy it get release from me add your stuff send to me the winner Gets u
tbt,tbt(3),3,3,0,0.000,2,0.667,4.0,0,0,#tbt sweden concert #Elissa ?? @elissakh https://t.co/G3gdMPlMbZ
thevoicekids,thevoicekids(3),3,3,0,0.000,2,0.667,4.0,0,0,Best Of #mbcthevoicekids #thevoicekids on @mtvlebanon tonight after the news @AimeeSayah @BecharaGha
sweep,sweep(3),3,3,0,0.000,2,0.667,4.0,0,0,Every day I bring the sun around I sweep away the clouds smile for me #purposetourtolebanon
entertainment,entertainment(3),3,3,0,0.000,2,0.667,4.0,0,0,Entertainment &amp; the Arts | Crowds Cops And Rock 'N' Roll ... https://t.co/jd5ub5j2Of...
narita,narita(3),3,3,0,0.000,2,0.667,4.0,0,0,Ate @tina120979 pls DM Ate @pia_narita kung saan ang exact place ng GT..thank po https://t.co/K7GMgv
seniors,seniors(2)|seniors16(1),3,3,0,0.000,2,0.667,4.0,0,0,We've been through everything together...????  #muchlove #seniors16 @ National Evangelical… https://
mainetheslimebewithyou,mainetheslimebewithyou(3),3,3,0,0.000,2,0.667,4.0,0,0,@leomdf808 @EatBulaga @OFC_DjBae @AlDubBigBoyz @maiden16_BH ganda nga eh i love KS story  #MaineTheS
khayye,khayye(3),3,3,0,0.000,2,0.667,4.0,0,0,wanted to text this to the nael guy in this picture next to me and i kinda sent it to nael khayye ht
clown,clown(3),3,3,0,0.000,2,0.667,4.0,0,0,Cahill you clown hahahahahahahagagahahahahahagahahagahahahahaahaha
imlowkeygod,imlowkeygod(3),3,3,0,0.000,2,0.667,4.0,0,0,@AbeddMneimneh @imlowkeygod i had toooo???
tourismmalaysia,tourismmalaysia(3),3,3,0,0.000,2,0.667,4.0,0,0,Jungle fever. Taman Negara.  @TourismMalaysia #malaysiatrulyasia #Malaysia https://t.co/8SHcCvM8Fl
inspire,inspire(3),3,3,0,0.000,2,0.667,4.0,0,0,"kerm89g : ""People Destroy You Or Inspire You Pick Them Wisely. #CreativeKodaks"" https://t.co/hGee1Lc"
affairs,affairs(3),3,3,0,0.000,2,0.667,4.0,0,0,Ghada Wali: Egyptian Minister of Social Affairs advocate for Arab Women’s Rights and a key member of
folks,folks(3),3,3,0,0.000,2,0.667,4.0,0,0,That's all folks! Malacca style. @TourismMalaysia @malaysiauk #malaysiatrulyasia https://t.co/hIdUSU
taiga,taiga(3),3,3,0,0.000,2,0.667,4.0,0,0,I'm at Taiga https://t.co/Drq3o20TP6
laura,laura(3),3,3,0,0.000,2,0.667,4.0,0,0,@laurabethcowan Hi Laura !
machine,machine(3),3,3,0,0.000,2,0.667,4.0,0,0,25 songs on a wheel &gt; Like a slot machine there is a Big Winner ! Bar After Bar Trends Watch &gt;
sergio,sergio(3),3,3,0,0.000,2,0.667,4.0,0,0,El Nuevo Pemex - Sergio Sarmiento A cierto pol?tico populista no le va a gustar esto. https://t.co/l
shipley,shipley(3),3,3,0,0.000,2,0.667,4.0,0,0,@Danny_Shipley 1972 Ken &amp; Crazy Horse
militants,militants(3),3,3,0,0.000,2,0.667,4.0,0,0,Reuters: 17 suspected al-Qaida militants reported killed in overnight air strikes in Aden #Yemen
bangs,bangs(3),3,3,0,0.000,2,0.667,4.0,0,0,#DavidPerry bangs both hotties in their shaved pussie @DDFNetwork ! https://t.co/e7Bm5UxDCz
clients,clients(3),3,3,0,0.000,2,0.667,4.0,0,0,"Always taking care of my clients. "" #Safety first "" "" #Gradual #Progressive #Overload "" "" #Goal… htt"
pastry,pastry(3),3,3,0,0.000,2,0.667,4.0,0,0,Grocery in #Aleppo #Syria back #2008! ... #alep #syria #shop #street #pastry #natural #market… https
sluts,sluts(3),3,3,0,0.000,2,0.667,4.0,0,0,Good morning sluts!?? https://t.co/dCHlpCI2hu
despise,despise(3),3,3,0,0.000,2,0.667,4.0,0,0,Those who despise you will seek help from you just hold unto God
sinking,sinking(3),3,3,0,0.000,2,0.667,4.0,0,0,On Christ the solid rock I stand all other sand is sinking sand. I'm still standing.
needy,needy(3),3,3,0,0.000,2,0.667,4.0,0,0,Mobile medical teams support needy women @hard to reach villages @eastern #Hama with medical check u
katambeee,katambeee(3),3,3,0,0.000,2,0.667,4.0,0,0,Weuwe katambeee @inooroke @KamauKangethe #NGOGOYO @mbuguakiserian @BenKibiru @Bena33 @Ciku_ka_mum @G
vms,vms(3),3,3,0,0.000,2,0.667,4.0,0,0,وأخيراً.. تركيب أول VMS في #لبنان https://t.co/Vhejc8CWsh #طرقات https://t.co/iYIksAwmhg https://t.c
mediterranean,mediterranean(3),3,3,0,0.000,2,0.667,4.0,0,0,#Lebanon has #coastal length of 225 km on the #Mediterranean 6-7 #months a year you can #swim https:
qualitytime,qualitytime(3),3,3,0,0.000,2,0.667,4.0,0,0,#lunch with my @ranaelhalabi #delicious  #fun  #qualitytime  #family #love @ Studio Beirut https://t
ruins,ruins(3),3,3,0,0.000,2,0.667,4.0,0,0,The ruins of the Beaufort or Belfort (!!!!!) Castle South #Lebanon above the Litani River.… https://
kafa,kafa(3),3,3,0,0.000,2,0.667,4.0,0,0,مراهقون سوريون في #لبنان يتصدون للعنف بالفن @KAFA_Lebanon  https://t.co/gdf0XVK9aW
valid,valid(3),3,3,0,0.000,2,0.667,4.0,0,0,That feeling when u go watch a movie with a group &amp; they all want to watch that movie u already 
feelin,feelin(3),3,3,0,0.000,2,0.667,4.0,0,0,Am I inlove with you or am I inlove with the feelin?
shirley,shirley(3),3,3,0,0.000,2,0.667,4.0,0,0,Selfie with mom &amp; shirley my niece !! @ Byblos - Jbail بيبلوس/جبيل https://t.co/m4ONxE0MDs
saade,saade(3),3,3,0,0.000,2,0.667,4.0,0,0,JE Residence View ?? #sunset #sky @ Tilal Ain Saade https://t.co/srReC2dl2H
carscoffeeleb,carscoffeeleb(3),3,3,0,0.000,2,0.667,4.0,0,0,A beautiful Mercedes-Benz 450SL stopped at Metropole. @carscoffeeleb #antiquecars #benz #Beirut… htt
orangehell,orangehell(3),3,3,0,0.000,2,0.667,4.0,0,0,"jakurdian : ""History is about to change.  #ThisIsHomentmen #OrangeHell #SorrySagesse"" https://t.co/l"
unforgettable,unforgettable(3),3,3,0,0.000,2,0.667,4.0,0,0,Roll with the punches cause you know that it’s inevitable soon to be unforgettable
koraytem,koraytem(3),3,3,0,0.000,2,0.667,4.0,0,0,I'm at koraytem https://t.co/WiX9wcPsLY
kahrolsunter,kahrolsunter(3),3,3,0,0.000,2,0.667,4.0,0,0,#KahrolsunTer?r Follow ? ??????? https://t.co/RhvTYWSGtx Watch the video and thank you ?????? https:
rcm,rcm(3),3,3,0,0.000,2,0.667,4.0,0,0,مشروع السيد حسان محمود #Architect  #construction  #Contracting #engineering #rcm2016 #RCM https://t.
cone,cone(3),3,3,0,0.000,2,0.667,4.0,0,0,who respects a cone? https://t.co/kl9hMu1UU0
mybirthday,mybirthday(3),3,3,0,0.000,2,0.667,4.0,0,0,#vuparmafamille #seenbymyfamily #birthdaycard #birthday #mybirthday #johnlennon #johnlennoncard… htt
drones,drones(3),3,3,0,0.000,2,0.667,4.0,0,0,This Is How We Celebrate ??. Book for ur parties events or birthdays !! 71-686606  #drones… https://
trashy,trashy(3),3,3,0,0.000,2,0.667,4.0,0,0,So music has to do with race!! It's a fucking trashy song. https://t.co/ccJPB19bXV
founder,founder(3),3,3,0,0.000,2,0.667,4.0,0,0,With #tessel founder and #jsconf organiser @JsconfBeirut amazing makers innovators coders ... @Derek
fiesta,fiesta(3),3,3,0,0.000,2,0.667,4.0,0,0,#Repost elianabourjeili with repostapp. ??? Cuban Fiesta Opening Show ???? @ritamitri  jijii10… http
window,window(3),3,3,0,0.000,2,0.667,4.0,0,0,@SaraAbuZaki what music plays as you look through the window? Iggy Pop - the passenger?
barajeneh,barajeneh(3),3,3,0,0.000,2,0.667,4.0,0,0,حضانة فلسطين. The Palestinian Nursery @ Bourj Al Barajeneh https://t.co/QtPHFLLj9p
entertain,entertain(3),3,3,0,0.000,2,0.667,4.0,0,0,I had a great time ha ha. We all must entertain the thought of entertaining our self. When needed : 
coco,coco(3),3,3,0,0.000,2,0.667,4.0,0,0,Follow  ?? Twitter ???? @RaphaelJabbour1 Insta? ?? https://t.co/J53xD2Vw3U #RaphaelJabbour #Coco_Hap
panalo,panalo(3),3,3,0,0.000,2,0.667,4.0,0,0,WHERE NA U? @sweet_violet33 @maralovepower @RPatigas .... PANALO NA SI MENGGAY!   #ALDUBSusiNgMansyo
fantasticlies,fantasticlies(3),3,3,0,0.000,2,0.667,4.0,0,0,#FantasticLies https://t.co/GheYVff6vf Follow
charbelkhalife,charbelkhalife(3),3,3,0,0.000,2,0.667,4.0,0,0,Good morning everyone ?? follow me on twitter @charbelkhalife?
hau,hau(3),3,3,0,0.000,2,0.667,4.0,0,0,Cianakinya hau tuthie muranga the county @inooroke @muithirania2014 @benmau8 #Teamhagaria
djmacjoj,djmacjoj(3),3,3,0,0.000,2,0.667,4.0,0,0,Waaooo u made my day giki ni kibui ku!@inooroke @muithirania2014 @benmau8 #Teamhagaria @djmacjoj mix
smack,smack(3),3,3,0,0.000,2,0.667,4.0,0,0,Remember it only takes me 4 muscles to extend my arm &amp; smack you in the face.
thankgodnjugush,thankgodnjugush(3),3,3,0,0.000,2,0.667,4.0,0,0,Tukuhanda na rioa na notukugetha @inooroke @MainaGitahi @wa_thiururuka @MejorTosh @ThankGodNjugush @
nazi,nazi(3),3,3,0,0.000,2,0.667,4.0,0,0,WOW it's unfair to call #Germans #Nazi cus they voted for @AfD! That's blackmailing @AfD has German 
escape,escape(3),3,3,0,0.000,2,0.667,4.0,0,0,Escape deadlines and LIV.  #LIVtheday #YASbeach #MyYAS https://t.co/fmz7ZpRN8f
marketingprofessionals,marketingprofessionals(3),3,3,0,0.000,2,0.667,4.0,0,0,#videomarketing statistic by @Adobe #videocontent #ROI #contentmarketing #marketingprofessionals #on
onlinevideo,onlinevideo(3),3,3,0,0.000,2,0.667,4.0,0,0,#videomarketing statistic by @Adobe #videocontent #ROI #contentmarketing #marketingprofessionals #on
wlang,wlang(3),3,3,0,0.000,2,0.667,4.0,0,0,Sabi ni Aimi isang beses lng sya nakapag swimming nung ksama si Miho B4 PBB after nun hndi na naulit
rebaisaber,rebaisaber(3),3,3,0,0.000,2,0.667,4.0,0,0,أحلى لجنة حكم يحتفلون بعيد ميلاد زميلهم الفنان #صابر_الرباعي @rebaisaber @assihallani @KadimAlSahirO
grilled,grilled(3),3,3,0,0.000,2,0.667,4.0,0,0,"Start your week all in good taste with our weekly special ""Grilled Rack of Lamb"" served with… https:"
mikuru,mikuru(3),3,3,0,0.000,2,0.667,4.0,0,0,Mikuru ya rika na irima cia neneha twihoke Mwathani @mburu_albert @inooroke @Jackie850chege @PatoNdi
rika,rika(3),3,3,0,0.000,2,0.667,4.0,0,0,Mikuru ya rika na irima cia neneha twihoke Mwathani @mburu_albert @inooroke @Jackie850chege @PatoNdi
napanood,napanood(3),3,3,0,0.000,2,0.667,4.0,0,0,@Thea_Micabel napanood ko blogcon nya goodwords mga sinabi nya s KX under natakot dn xa baka mabash 
siniorafuad,siniorafuad(3),3,3,0,0.000,2,0.667,4.0,0,0,السنيورة يبحث مع السفير الجزائري الاوضاع @SinioraFuad https://t.co/Bh2qvoJDBj
finest,finest(3),3,3,0,0.000,2,0.667,4.0,0,0,Turn a good night into a finest night. #Ballantines @Ballantines https://t.co/2fm3W9abcS
itsmarycarlos,itsmarycarlos(3),3,3,0,0.000,2,0.667,4.0,0,0,@inooroke @refereemwenyewe @djmacjoj waiting da mixx @Jeff_KuriaM #Teamkuihuria @KenyaZippy @Itsmary
comfy,comfy(3),3,3,0,0.000,2,0.667,4.0,0,0,In a winter comfy mood ?? @ Beirut Lebanon https://t.co/jvwQs8nOOX
unknown,unknown(3),3,3,0,0.000,2,0.667,4.0,0,0,@BeckyQuick #SyrianRefugees:Lebanon:1.5m;Jordan:500k;Turkey:1.5m; Germany:1m;Greece:unknown. CNBC #s
divided,divided(3),3,3,0,0.000,2,0.667,4.0,0,0,@SullyCNBC #eastern Syria held by Isis; no way country cud b divided unless Isis completely abolishe
convinced,convinced(3),3,3,0,0.000,2,0.667,4.0,0,0,@Roni_________ Secular democracy is the only solution to end all those wars once all are convinced t
thecomedy,thecomedy(3),3,3,0,0.000,2,0.667,4.0,0,0,تابعوا الحلقة الأولى من برنامج التقليد والتمثيل الكوميدي، #TheComedy، هذا السبت الساعة 8:45 https://
bilis,bilis(3),3,3,0,0.000,2,0.667,4.0,0,0,PERO grabe tlga ang luha n kimmy parang busay ang bilis   #TSOULdr
rebeccasleiman,rebeccasleiman(3),3,3,0,0.000,2,0.667,4.0,0,0,الضرب بالميت حرام  https://t.co/W5zk4nz1RK #لبنان   @Rebeccasleiman https://t.co/khv2GOk7OG https://
kasongee,kasongee(2)|kasongeeee(1),3,3,0,0.000,2,0.667,4.0,0,0,Kasongeeee kusongaaa #MileleDrive #mileledrive @Milele_FM @AwinjaCleopas @NzulaMakosi
pushed,pushed(3),3,3,0,0.000,2,0.667,4.0,0,0,She didn't know who would leave or stay so she pushed them all away.
nassar,nassar(3),3,3,0,0.000,2,0.667,4.0,0,0,I'm at C.NASSAR SONS -Office Equipment Supplies &amp; IT Products https://t.co/sqawzzBTzg
kicking,kicking(3),3,3,0,0.000,2,0.667,4.0,0,0,The Dr.'s PDF has grammatical mistake. MY OCD IS KICKING IN https://t.co/ngNz49adxe
kimkchallenge,kimkchallenge(3),3,3,0,0.000,2,0.667,4.0,0,0,Perverted guys be like; do the #kimkchallenge for women's rights! You're actually doing yourselves a
cameras,cameras(3),3,3,0,0.000,2,0.667,4.0,0,0,When alot of people ask for your advise don't be surprised when the cameras are following… https://t
graffiti,graffiti(3),3,3,0,0.000,2,0.667,4.0,0,0,Warmth #Meuh meuh_rbk et......???  #Beirut #streetart #graffiti #graffitti #lebanon @ Monot https://
curse,curse(3),3,3,0,0.000,2,0.667,4.0,0,0,I curse a lot it's very therapeutic
oriental,oriental(3),3,3,0,0.000,2,0.667,4.0,0,0,جاهزين ل بكرا؟ #كريس_حواط #اتوال_جبيل #اعدم_عيوني  ? Are you ready for tomorrow's oriental… https://
tel,tel(3),3,3,0,0.000,2,0.667,4.0,0,0,الحقائق الحرفية في تصريف الملوك والاعوان اطلبه من مكتبة أسترو الثقافية  Tel: 9613219061  #ملوك #جن #
immature,immature(3),3,3,0,0.000,2,0.667,4.0,0,0,Well giving up is immature #PurposeTourToLebanon
leafayad,leafayad(3),3,3,0,0.000,2,0.667,4.0,0,0,الصناعيون ومنظمة التجارة العالمية https://t.co/qEfKUYAbYm (فيديو) @LeaFayad https://t.co/YZjOfFrVOj
lakkk,lakkk(3),3,3,0,0.000,2,0.667,4.0,0,0,@Sima_Hishi lakkk helll yaas
dine,dine(3),3,3,0,0.000,2,0.667,4.0,0,0,@sushibento Great sushi even delivery warm tanduri and great fresh crispy salmon salad...next time w
uncharted,uncharted4(2)|uncharted(1),3,3,0,0.000,2,0.667,4.0,0,0,@Jana_Aj true af but how can u forget the best game ever made uncharted
naval,naval(3),3,3,0,0.000,2,0.667,4.0,0,0,"من: نسيانcom #أحلام_مستغانمي https://t.co/JVYgLDA3Ow,أحلام_مستغانمي,None,ar,لبنان,LB,Lebanon,0,lina1"
hagrid,hagrid(3),3,3,0,0.000,2,0.667,4.0,0,0,my biology teacher lowkey looks like hagrid from hp
desert,desert(3),3,3,0,0.000,2,0.667,4.0,0,0,This guy is really winning me over. My heart is still as dry as desert.
haters,haters(3),3,3,0,0.000,2,0.667,4.0,0,0,Benitez is intentionally letting Leicester win as he can't handle generating more haters.
determined,determined(3),3,3,0,0.000,2,0.667,4.0,0,0,RECRUITING: GYM TRAINER. We’re looking for a highly motivated determined and passionate… https://t.c
odd,odd(3),3,3,0,0.000,2,0.667,4.0,0,0,Extremely obvious but also odd headline from the @Independent https://t.co/OfoU7NMNw8
serbian,serbian(3),3,3,0,0.000,2,0.667,4.0,0,0,Serbia probing Hellfire missiles found on Portland-bound Beirut flight: Serbian authorities have fou
unitedstates,unitedstates(3),3,3,0,0.000,2,0.667,4.0,0,0,"0222  Heard ""Big Bag"" playing in a station with Carrie Underwood  #UnitedStates Listen here https://"
zahrrah,zahrrah4(3),3,3,0,0.000,2,0.667,4.0,0,0,@Raphael_lovers @zahrrah4 @RaphaelJabbour1 مرسي كتير حبيبتي عالتغطية مية مية???
nino,nino(3),3,3,0,0.000,2,0.667,4.0,0,0,@uneballout @wlikReef bebe nino?
woo,woooo(1)|woo(1)|woooooooo(1),3,3,0,0.000,2,0.667,4.0,0,0,Woooo he love is beautiful and sweet... ?????? https://t.co/k864gIPIpj
smiletoimpress,smiletoimpress(3),3,3,0,0.000,2,0.667,4.0,0,0,#SmileToImpress https://t.co/iRWyeWz1MG Follow https://t.co/4yjap0WS3m
algorithm,algorithm(3),3,3,0,0.000,2,0.667,4.0,0,0,"Twitter is now using an algorithm to show you the ""best tweets"" first. Go to your settings click on "
bongga,bongga(3),3,3,0,0.000,2,0.667,4.0,0,0,Look @behindthehive ikaw na talaga bongga Keep It Up Bhe   KEEP THE FAITH TOMIHOS https://t.co/SyyCe
studiotime,studiotime(3),3,3,0,0.000,2,0.667,4.0,0,0,Quite nice to start in the studio before 08:00 ? Being quite productive already. #deephouse #techhou
cottage,cottage(3),3,3,0,0.000,2,0.667,4.0,0,0,Windy cold and few centimeters of snow. Surely winter's last round. @ 3S Cottage https://t.co/zqHSLz
indulge,indulge(3),3,3,0,0.000,2,0.667,4.0,0,0,#DavidPerry and @FrancoRXXX indulge in some DP action @DDFNetwork ! https://t.co/2QgzDFoRdD
sight,sight(3),3,3,0,0.000,2,0.667,4.0,0,0,? #sight #eyes #scene ? @ Lebanon https://t.co/IcmJGNy8V4
australian,australian(3),3,3,0,0.000,2,0.667,4.0,0,0,Malaysia deports Australian journalists who questioned PM https://t.co/WrKC9wCiiC https://t.co/mHOdY
initiative,initiative(3),3,3,0,0.000,2,0.667,4.0,0,0,Brilliant initiative auctioning celebrity &amp; children's postcards for @BritishRedCross Syria appe
felipegonz,felipegonz(3),3,3,0,0.000,2,0.667,4.0,0,0,#FelipeGonz?lezAR Follow  insta: https://t.co/jC6GGOLlyB                Twit: @MabelleChedid11 She's
lezar,lezar(3),3,3,0,0.000,2,0.667,4.0,0,0,#FelipeGonz?lezAR Follow  insta: https://t.co/jC6GGOLlyB                Twit: @MabelleChedid11 She's
bestoftheday,bestoftheday(3),3,3,0,0.000,2,0.667,4.0,0,0,"jcoued : ""#bestoftheday #clouds #instagram #instalike #lebanon #beyrouth #photooftheday"" https://t.c"
rayan,rayan(3),3,3,0,0.000,2,0.667,4.0,0,0,Performing today Morning With Rayan Al haber and the Band ?? Happy me ... Best… https://t.co/2cvYN4n
domestic,domestic(3),3,3,0,0.000,2,0.667,4.0,0,0,@Yes_IamSancho @Xaviesque @arkulari Solution: learn a lesson. Can't isolate domestic crisis to abuse
itapon,itapon(3),3,3,0,0.000,2,0.667,4.0,0,0,Dati si along carmi aaral isako ngaun so aling Myra sarap itapon sa Scarborough   #TSOUKapitLang
footsteps,footsteps(3),3,3,0,0.000,2,0.667,4.0,0,0,Report: Hezbollah Follows in Russia's Footsteps Withdraws Fighters from Syria https://t.co/oN5V3uF1x
shoog,shoooog(2)|shoog(1),3,3,0,0.000,2,0.667,4.0,0,0,@Shoooog_q88 انتبهى من شوق الورده
nko,nko(3),3,3,0,0.000,2,0.667,4.0,0,0,#NKO كل المعلومات التي تمّ تداولهامؤخراعن حفل لشمس الغنية في باريس غيرصحيحة مكتب نجوى كرم الاعلامي ي
burrito,burrito(3),3,3,0,0.000,2,0.667,4.0,0,0,If a #Maki is too small to satisfy your #Sushi crave... The #Burrito is pure… https://t.co/q9qpIMjNQ
macdonald,macdonald(3),3,3,0,0.000,2,0.667,4.0,0,0,Mi enano? @ Macdonald's https://t.co/hDqs5M855O
cinematography,cinematography(3),3,3,0,0.000,2,0.667,4.0,0,0,#Dji #djironin #roninm #ronin #first #test #canon #dslr #video #movie #cinema #cinematography… https
yeahh,yeahh(3),3,3,0,0.000,2,0.667,4.0,0,0,@sara_200426 @BecharaGhady ohhh nicee yeahh thanks i like ghady's voice and Amir's voice in the voic
peach,peach(3),3,3,0,0.000,2,0.667,4.0,0,0,Listen to Soon Will Be by The Peach Kings #np on #SoundCloud ???? https://t.co/QJTTCH28jh
signature,signature(3),3,3,0,0.000,2,0.667,4.0,0,0,The 'Stadhuys' (city hall) in #Melaka  Oldest Dutch building in #Asia  Brits later added its signatu
semifinal,semifinal(3),3,3,0,0.000,2,0.667,4.0,0,0,Tune in on #LBCI #Red @BankofBeirutsal v #Army #First #Semifinal #Futsal https://t.co/tz1ytTMZf5
backstage,backstage(3),3,3,0,0.000,2,0.667,4.0,0,0,@BecharaGhady @yumna_aldaaja Ghady I'm going to get backstage passes to see you in concert ?
happyvalley,happyvalley(3),3,3,0,0.000,2,0.667,4.0,0,0,#HappyValley https://t.co/iRWyeWz1MG Follow https://t.co/wpH9aZhp24
graphicnovel,graphicnovel(3),3,3,0,0.000,2,0.667,4.0,0,0,Lovely edition by Chin Yew @ashingtray  Malaysia's finest indie comics artist. #IndieArtBlast #art #
dressed,dressed(3),3,3,0,0.000,2,0.667,4.0,0,0,So Alison isn't crazy. Rollins was dressed as Wilden and Mary was probably wearing a blonde wig to c
crowded,crowded(3),3,3,0,0.000,2,0.667,4.0,0,0,#Crowded https://t.co/iRWyeWQDbg Follow https://t.co/gxVbK6akI8
kuriasue,kuriasue(3),3,3,0,0.000,2,0.667,4.0,0,0,Am a winner tambaaa nayo @PatoNdiritu @GideonWanyoike2 @GathurePatrick @inooroke @JosephineGitah1 @K
keepcalm,keepcalm(3),3,3,0,0.000,2,0.667,4.0,0,0,#keepcalm on 60 days left for a tropical escape #laubeirut https://t.co/VFBtJXRXWj
widest4gnetwork,widest4gnetwork(3),3,3,0,0.000,2,0.667,4.0,0,0,#Widest4GNetwork https://t.co/iRWyeWQDbg Follow https://t.co/JxF7CRtdCU
cote,cote(3),3,3,0,0.000,2,0.667,4.0,0,0,https://t.co/gVdCHOfzMI Pls cote for me on this link ?
ngo,ngo(3),3,3,0,0.000,2,0.667,4.0,0,0,Shifaa NGO ladies learning how to store and process food right at today's brunch.… https://t.co/Kr0W
campaigns,campaigns(3),3,3,0,0.000,2,0.667,4.0,0,0,Digital Rights Online Media and Electoral Campaigns. Written by @LisanEl7al &amp; Professor Monika H
tim,tim(3),3,3,0,0.000,2,0.667,4.0,0,0,Sinirliydim #Birden??yleDedim kendinize gelin  Niçin dedim ?ünkü sinirliydim Kendimi kaybetmi?tim ka
amushaikah,amushaikah(3),3,3,0,0.000,2,0.667,4.0,0,0,@amushaikah @d3waapp اللهم امين
anziawad,anziawad(3),3,3,0,0.000,2,0.667,4.0,0,0,@ily80aa @AnziAwad ههههههه. اكيد شربوا حليب.بغال. .تعتير لما يستوطن. جهل.. غرور. مفعوله. قوى يا..وحش
ruby,ruby(3),3,3,0,0.000,2,0.667,4.0,0,0,Today we did a #workshop on #ruby from the book (7 languages in 7 weeks) #codingDojo @Work_at_Murex 
maishajioni,maishajioni(3),3,3,0,0.000,2,0.667,4.0,0,0,@radiomaisha #Maishajioni pamoja
unitedkimxian,unitedkimxian(3),3,3,0,0.000,2,0.667,4.0,0,0,@bellechan21 @jendricjad @UnitedKimXian kanina pa po yn madaling araw haha  #TSOUPaasa
nmin,nmin(3),3,3,0,0.000,2,0.667,4.0,0,0,anong paki alam nmin kung virgin pa c Jane! ???? mag korean drama nlng kc sana! aigoooooo tsk tsk ts
maamoul,maamoul(3),3,3,0,0.000,2,0.667,4.0,0,0,Order today #Easter Maamoul and get them shipped and delivered to your doorstep.  https://t.co/UH22D
paying,paying(3),3,3,0,0.000,2,0.667,4.0,0,0,17 high-paying side jobs you can do in your spare time! #job #business  https://t.co/hKCKpPtdqB
comfort,comfort(3),3,3,0,0.000,2,0.667,4.0,0,0,I wear what makes me comfortable. If my comfort bothers you I suggest you kill yourself.
alainaboujaoude,alainaboujaoude(3),3,3,0,0.000,2,0.667,4.0,0,0,@AlainAbouJaoude نجوى كرم تُصدر بيان توضيحي!  https://t.co/TNbV5sr84x
kivan,kivan(3),3,3,0,0.000,2,0.667,4.0,0,0,دا حال اتنين مجوزين يعني ??? #kivançtatlitu? https://t.co/Rx79OEirLj
tatlitu,tatlitu(3),3,3,0,0.000,2,0.667,4.0,0,0,دا حال اتنين مجوزين يعني ??? #kivançtatlitu? https://t.co/Rx79OEirLj
silos,silos(3),3,3,0,0.000,2,0.667,4.0,0,0,Grain Silos Head Gives Insight into Wheat Import Process https://t.co/VEPQBY4hGd #Lebanon https://t.
