id,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,part_of_speech,form_type,notes,confidence
26546,ba3do l link mawjoud,ba3do l link mawjoud,بعدو اللينك موجود,is the link still available?,phone_internet,phrase,question,Expansion Round 5; question/reply,high
26547,ba3do l prof mawjoud,ba3do l prof mawjoud,بعدو البروف موجود,is the professor still available?,university,phrase,question,Expansion Round 5; question/reply,high
26548,ba3do laptop mawjoud,ba3do laptop mawjoud,بعدو اللابتوب موجود,laptop is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26549,account mesh mawjoud,account mesh mawjoud,الأكاونت مش موجود,account is not available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26550,ba3do router mawjoud,ba3do router mawjoud,بعدو الراوتر موجود,router is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26551,shebbek mesh mawjoud,shebbek mesh mawjoud,الشباك مش موجود,window is not available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26552,ba3do mafte7 mawjoud,ba3do mafte7 mawjoud,بعدو المفتاح موجود,key is still available,objects,phrase,phrase,Expansion Round 5; availability phrase,high
26553,ba3do dafter mawjoud,ba3do dafter mawjoud,بعدو الدفتر موجود,notebook is still available,university,phrase,phrase,Expansion Round 5; availability phrase,high
26554,ba3do remote mawjoud,ba3do remote mawjoud,بعدو الريموت موجود,remote is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26555,madkhal mesh mawjoud,madkhal mesh mawjoud,المدخل مش موجود,entrance is not available,directions,phrase,phrase,Expansion Round 5; availability phrase,high
26556,matbakh mesh mawjoud,matbakh mesh mawjoud,المطبخ مش موجود,kitchen is not available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26557,ba3do maktab mawjoud,ba3do maktab mawjoud,بعدو المكتب موجود,office is still available,work,phrase,phrase,Expansion Round 5; availability phrase,high
26558,ba3do mat3am mawjoud,ba3do mat3am mawjoud,بعدو المطعم موجود,restaurant is still available,food,phrase,phrase,Expansion Round 5; availability phrase,high
26559,screen mesh mawjoude,screen mesh mawjoude,السكرين مش موجودة,screen is not available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26560,ba3da mouse mawjoude,ba3da mouse mawjoude,بعدها الماوس موجودة,mouse is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26561,camera mesh mawjoude,camera mesh mawjoude,الكاميرا مش موجودة,camera is not available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26562,ba3da story mawjoude,ba3da story mawjoude,بعدها الستوري موجودة,story is still available,social_media,phrase,phrase,Expansion Round 5; availability phrase,high
26563,ba3da tawle mawjoude,ba3da tawle mawjoude,بعدها الطاولة موجودة,table is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26564,ba3da fiche mawjoude,ba3da fiche mawjoude,بعدها الفيشة موجودة,plug is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26565,ba3da grade mawjoude,ba3da grade mawjoude,بعدها الغريد موجودة,grade is still available,university,phrase,phrase,Expansion Round 5; availability phrase,high
26566,sayara mesh mawjoude,sayara mesh mawjoude,السيارة مش موجودة,car is not available,transportation,phrase,phrase,Expansion Round 5; availability phrase,high
26567,ba3da 2ahwe mawjoude,ba3da 2ahwe mawjoude,بعدها القهوة موجودة,coffee is still available,food,phrase,phrase,Expansion Round 5; availability phrase,high
26568,family mesh mawjoude,family mesh mawjoude,العيلة مش موجودة,family is not available,family,phrase,phrase,Expansion Round 5; availability phrase,high
26569,ba3do gharad mawjoud,ba3do gharad mawjoud,بعدو الغرض موجود,item is still available,marketplace,phrase,phrase,Expansion Round 5; availability phrase,high
26570,masare mesh mawjoude,masare mesh mawjoude,المصاري مش موجودة,money is not available,money,phrase,phrase,Expansion Round 5; availability phrase,high
26571,ba3da da2ra mawjoude,ba3da da2ra mawjoude,بعدها الدائرة موجودة,office is still available,services,phrase,phrase,Expansion Round 5; availability phrase,high
26572,bineye mesh mawjoude,bineye mesh mawjoude,البناية مش موجودة,building is not available,housing,phrase,phrase,Expansion Round 5; availability phrase,high
26573,ma 3andkon l hawiyye,ma 3andkon l hawiyye,ما عندكن الهوية,you all do not have the ID,services,phrase,negation,Expansion Round 5; reusable phrase frame,high
26574,ma3kon l appointment,ma3kon l appointment,معكن الأبوينتمنت,the appointment is with you all,services,phrase,phrase,Expansion Round 5; pronoun/attached pronoun,high
26575,b3atlik l screenshot,b3atlik l screenshot,بعتلكِ السكرينشوت,send you the screenshot,phone_internet,phrase,phrase,Expansion Round 5; pronoun/attached pronoun,high
26576,khaberne eza bte2dar,khaberne eza bte2dar,خبرني إذا بتقدر,tell me if you can,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26577,khaberne eza byenfa3,khaberne eza byenfa3,خبرني إذا بينفع,tell me if it works,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26578,2elle eza ma byenfa3,2elle eza ma byenfa3,قلّي إذا ما بينفع,tell me if it does not work,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26579,ma tetla3e bel shita,ma tetla3e bel shita,ما تطلعي بالشتي,do not go out in the rain,weather,phrase,phrase,Expansion Round 5; domain phrase,high
26580,l assignment mkarkab,l assignment mkarkab,الأسّاينمنت مكركب,the assignment is messy,university,phrase,phrase,Expansion Round 5; semantic family,high
26581,lezim nshouf l phone,lezim nshouf l phone,لازم نشوف التليفون,we need to check the phone,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26582,baddi shouf l wara2a,baddi shouf l wara2a,بدي شوف الورقة,I want to see the paper,objects,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26583,baddi shouf l dafter,baddi shouf l dafter,بدي شوف الدفتر,I want to see the notebook,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26584,lezim nshouf l 2alam,lezim nshouf l 2alam,لازم نشوف القلم,we need to check the pen,objects,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26585,baddi shouf l remote,baddi shouf l remote,بدي شوف الريموت,I want to see the remote,home,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26586,lezim nshouf l cable,lezim nshouf l cable,لازم نشوف الكايبل,we need to check the cable,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26587,lezim nshouf l story,lezim nshouf l story,لازم نشوف الستوري,we need to check the story,social_media,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26588,lezim nshouf l soura,lezim nshouf l soura,لازم نشوف الصورة,we need to check the picture,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26589,lezim nshouf l group,lezim nshouf l group,لازم نشوف الغروب,we need to check the group,social_media,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26590,lezim nshouf l email,lezim nshouf l email,لازم نشوف الإيميل,we need to check the email,work,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26591,lezim nshouf l grade,lezim nshouf l grade,لازم نشوف الغريد,we need to check the grade,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26592,lezim nshouf l order,lezim nshouf l order,لازم نشوف الأوردر,we need to check the order,shopping,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26593,baddi shouf l sayara,baddi shouf l sayara,بدي شوف السيارة,I want to see the car,transportation,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26594,baddi shouf l router,baddi shouf l router,بدي شوف الراوتر,I want to see the router,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26595,baddi shouf l screen,baddi shouf l screen,بدي شوف السكرين,I want to see the screen,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26596,baddi shouf l camera,baddi shouf l camera,بدي شوف الكاميرا,I want to see the camera,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26597,khalli l file 3andak,khalli l file 3andak,خلّي الفايل عندك,keep the file at your place,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26598,khalli l link 3andak,khalli l link 3andak,خلّي اللينك عندك,keep the link at your place,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26599,7ot l charger honeek,7ot l charger honeek,حطّ التشارجر هونيك,put the charger there,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26600,khalli l phone ma3ak,khalli l phone ma3ak,خلّي التليفون معك,keep the phone with you,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26601,khalli l card 3andak,khalli l card 3andak,خلّي الكارد عندك,keep the card at your place,money,phrase,phrase,Expansion Round 5; practical request,high
26602,khalli l 2alam ma3ak,khalli l 2alam ma3ak,خلّي القلم معك,keep the pen with you,objects,phrase,phrase,Expansion Round 5; practical request,high
26603,khalli l cable ma3ak,khalli l cable ma3ak,خلّي الكايبل معك,keep the cable with you,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26604,khalli l resu 3andak,khalli l resu 3andak,خلّي الإيصال عندك,keep the receipt at your place,money,phrase,phrase,Expansion Round 5; practical request,high
26605,7ot l screenshot hon,7ot l screenshot hon,حطّ السكرينشوت هون,put the screenshot here,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26606,daya3et l screenshot,daya3et l screenshot,ضيّعت السكرينشوت,I lost the screenshot,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26607,khalli l story ma3ak,khalli l story ma3ak,خلّي الستوري معك,keep the story with you,social_media,phrase,phrase,Expansion Round 5; practical request,high
26608,khalli l soura ma3ak,khalli l soura ma3ak,خلّي الصورة معك,keep the picture with you,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26609,7ot l hawiyye honeek,7ot l hawiyye honeek,حطّ الهوية هونيك,put the ID there,services,phrase,phrase,Expansion Round 5; practical request,high
26610,l akel ba3do ma wsel,l akel ba3do ma wsel,الأكل بعدو ما وصل,the food still has not arrived,food,phrase,phrase,Expansion Round 5; domain phrase,high
26611,ma 3am le2e l remote,ma 3am le2e l remote,ما عم لاقي الريموت,I cannot find the remote,home,phrase,phrase,Expansion Round 5; domain phrase,high
26612,bkhallik khabar lyom,bkhallik khabar lyom,بخلّيك خبر اليوم,I will let you know today,marketplace,phrase,phrase,Expansion Round 5; domain phrase,high
26613,ma fi menno l laptop,ma fi menno l laptop,ما في منو اللابتوب,this laptop is not available,phone_internet,phrase,negation,Expansion Round 5; availability phrase,high
26614,ma fi menno l screen,ma fi menno l screen,ما في منو السكرين,this screen is not available,phone_internet,phrase,negation,Expansion Round 5; availability phrase,high
26615,ma fi menno l camera,ma fi menno l camera,ما في منو الكاميرا,this camera is not available,phone_internet,phrase,negation,Expansion Round 5; availability phrase,high
26616,ba3do fi menno l mic,ba3do fi menno l mic,بعدو في منو المايك,this mic is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26617,ma fi menno l remote,ma fi menno l remote,ما في منو الريموت,this remote is not available,home,phrase,negation,Expansion Round 5; availability phrase,high
26618,ma fi menno l mafte7,ma fi menno l mafte7,ما في منو المفتاح,this key is not available,objects,phrase,negation,Expansion Round 5; availability phrase,high
26619,ma fi menno l wara2a,ma fi menno l wara2a,ما في منو الورقة,this paper is not available,objects,phrase,negation,Expansion Round 5; availability phrase,high
26620,ma fi menno l dafter,ma fi menno l dafter,ما في منو الدفتر,this notebook is not available,university,phrase,negation,Expansion Round 5; availability phrase,high
26621,ma fi menno l khobez,ma fi menno l khobez,ما في منو الخبز,this bread is not available,food,phrase,negation,Expansion Round 5; availability phrase,high
26622,fi menno l banadoura,fi menno l banadoura,في منو البندورة؟,is this tomato available?,food,phrase,question,Expansion Round 5; availability phrase,high
26623,ma fi menno l jacket,ma fi menno l jacket,ما في منو الجاكيت,this jacket is not available,objects,phrase,negation,Expansion Round 5; availability phrase,high
26624,ma fi menno l sobbat,ma fi menno l sobbat,ما في منو الصباط,this shoe is not available,objects,phrase,negation,Expansion Round 5; availability phrase,high
26625,fi menno l bantralon,fi menno l bantralon,في منو البنطلون؟,is this pants available?,objects,phrase,question,Expansion Round 5; availability phrase,high
26626,ma fi menno l kasket,ma fi menno l kasket,ما في منو الكاسكيت,this cap is not available,objects,phrase,negation,Expansion Round 5; availability phrase,high
26627,l exam t2ajjal shway,l exam t2ajjal shway,الإمتحان تأجّل شوي,the exam was pushed back a little,university,phrase,phrase,Expansion Round 5; event postponement/delay correction,high
26628,l password mesh zabta,l password mesh zabta,الباسوورد مش زابطة,the password is not working,phone_internet,phrase,phrase,Expansion Round 5; object state,high
26629,2ellile emta btousale,2ellile emta btousale,قليلي إمتى بتوصلي,tell me when you will arrive,questions,phrase,phrase,Expansion Round 5; practical request/status update,high
26630,la 3and l supermarket,la 3and l supermarket,لعند الالسوبرماركت,to the supermarket,shopping,phrase,phrase,Expansion Round 5; preposition phrase,high
26631,l lecture kenet sa3be,l lecture kenet sa3be,اللكتشر كانت صعبة,the lecture was hard,university,phrase,phrase,Expansion Round 5; domain phrase,high
26632,ba3do l order mawjoud,ba3do l order mawjoud,بعدو الأوردر موجود,is the order still available?,shopping,phrase,question,Expansion Round 5; question/reply,high
26633,ba3do l phone mawjoud,ba3do l phone mawjoud,بعدو التليفون موجود,is the phone still available?,phone_internet,phrase,question,Expansion Round 5; question/reply,high
26634,ba3do charger mawjoud,ba3do charger mawjoud,بعدو التشارجر موجود,charger is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26635,ba3do account mawjoud,ba3do account mawjoud,بعدو الأكاونت موجود,account is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26636,ba3do shebbek mawjoud,ba3do shebbek mawjoud,بعدو الشباك موجود,window is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26637,ba3do sandou2 mawjoud,ba3do sandou2 mawjoud,بعدو الصندوق موجود,box is still available,objects,phrase,phrase,Expansion Round 5; availability phrase,high
26638,ba3do parking mawjoud,ba3do parking mawjoud,بعدو الباركينغ موجود,parking is still available,transportation,phrase,phrase,Expansion Round 5; availability phrase,high
26639,ba3do madkhal mawjoud,ba3do madkhal mawjoud,بعدو المدخل موجود,entrance is still available,directions,phrase,phrase,Expansion Round 5; availability phrase,high
26640,ba3do matbakh mawjoud,ba3do matbakh mawjoud,بعدو المطبخ موجود,kitchen is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26641,ba3do project mawjoud,ba3do project mawjoud,بعدو البروجكت موجود,project is still available,university,phrase,phrase,Expansion Round 5; availability phrase,high
26642,ba3da screen mawjoude,ba3da screen mawjoude,بعدها السكرين موجودة,screen is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26643,ba3da camera mawjoude,ba3da camera mawjoude,بعدها الكاميرا موجودة,camera is still available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26644,ba3da shanta mawjoude,ba3da shanta mawjoude,بعدها الشنطة موجودة,bag is still available,objects,phrase,phrase,Expansion Round 5; availability phrase,high
26645,ba3da wara2a mawjoude,ba3da wara2a mawjoude,بعدها الورقة موجودة,paper is still available,objects,phrase,phrase,Expansion Round 5; availability phrase,high
26646,marwa7a mesh mawjoude,marwa7a mesh mawjoude,المروحة مش موجودة,fan is not available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26647,kahraba mesh mawjoude,kahraba mesh mawjoude,الكهربا مش موجودة,electricity is not available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26648,balcony mesh mawjoude,balcony mesh mawjoude,البلكون مش موجودة,balcony is not available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26649,ba3da sayara mawjoude,ba3da sayara mawjoude,بعدها السيارة موجودة,car is still available,transportation,phrase,phrase,Expansion Round 5; availability phrase,high
26650,ba3da family mawjoude,ba3da family mawjoude,بعدها العيلة موجودة,family is still available,family,phrase,phrase,Expansion Round 5; availability phrase,high
26651,hawiyye mesh mawjoude,hawiyye mesh mawjoude,الهوية مش موجودة,ID is not available,services,phrase,phrase,Expansion Round 5; availability phrase,high
26652,ba3da masare mawjoude,ba3da masare mawjoude,بعدها المصاري موجودة,money is still available,money,phrase,phrase,Expansion Round 5; availability phrase,high
26653,ba3da bineye mawjoude,ba3da bineye mawjoude,بعدها البناية موجودة,building is still available,housing,phrase,phrase,Expansion Round 5; availability phrase,high
26654,ma 3ando l assignment,ma 3ando l assignment,ما عندو الأسّاينمنت,he does not have the assignment,university,phrase,negation,Expansion Round 5; reusable phrase frame,high
26655,ma 3anda l assignment,ma 3anda l assignment,ما عندا الأسّاينمنت,she does not have the assignment,university,phrase,negation,Expansion Round 5; reusable phrase frame,high
26656,ma 3anna l assignment,ma 3anna l assignment,ما عنا الأسّاينمنت,we do not have the assignment,university,phrase,negation,Expansion Round 5; reusable phrase frame,high
26657,khaberne eza bte2adre,khaberne eza bte2adre,خبرني إذا بتقدري,tell me if you can,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26658,ma fiyye eftah l file,ma fiyye eftah l file,ما فيي إفتح الفايل,I cannot open the file,phone_internet,phrase,phrase,Expansion Round 5; domain phrase,high
26659,khallina nshouf l app,khallina nshouf l app,خلينا نشوف الآب,let us check the app,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26660,lezim nshouf l laptop,lezim nshouf l laptop,لازم نشوف اللابتوب,we need to check the laptop,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26661,lezim nshouf l mafte7,lezim nshouf l mafte7,لازم نشوف المفتاح,we need to check the key,objects,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26662,lezim nshouf l wara2a,lezim nshouf l wara2a,لازم نشوف الورقة,we need to check the paper,objects,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26663,lezim nshouf l dafter,lezim nshouf l dafter,لازم نشوف الدفتر,we need to check the notebook,university,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26664,lezim nshouf l shanta,lezim nshouf l shanta,لازم نشوف الشنطة,we need to check the bag,objects,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26665,lezim nshouf l remote,lezim nshouf l remote,لازم نشوف الريموت,we need to check the remote,home,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26666,baddi shouf l hawiyye,baddi shouf l hawiyye,بدي شوف الهوية,I want to see the ID,services,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26667,lezim nshouf l sayara,lezim nshouf l sayara,لازم نشوف السيارة,we need to check the car,transportation,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26668,baddi shouf l kahraba,baddi shouf l kahraba,بدي شوف الكهربا,I want to see the electricity,home,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26669,khallina nshouf l may,khallina nshouf l may,خلينا نشوف المي,let us check the water,home,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26670,khallina nshouf l net,khallina nshouf l net,خلينا نشوف النت,let us check the internet,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26671,lezim nshouf l router,lezim nshouf l router,لازم نشوف الراوتر,we need to check the router,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26672,lezim nshouf l screen,lezim nshouf l screen,لازم نشوف السكرين,we need to check the screen,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26673,lezim nshouf l camera,lezim nshouf l camera,لازم نشوف الكاميرا,we need to check the camera,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26674,khallina nshouf l mic,khallina nshouf l mic,خلينا نشوف المايك,let us check the mic,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26675,khalli l laptop ma3ak,khalli l laptop ma3ak,خلّي اللابتوب معك,keep the laptop with you,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26676,khalli l phone 3andak,khalli l phone 3andak,خلّي التليفون عندك,keep the phone at your place,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26677,khalli l mafte7 ma3ak,khalli l mafte7 ma3ak,خلّي المفتاح معك,keep the key with you,objects,phrase,phrase,Expansion Round 5; practical request,high
26678,khalli l wara2a ma3ak,khalli l wara2a ma3ak,خلّي الورقة معك,keep the paper with you,objects,phrase,phrase,Expansion Round 5; practical request,high
26679,khalli l dafter ma3ak,khalli l dafter ma3ak,خلّي الدفتر معك,keep the notebook with you,university,phrase,phrase,Expansion Round 5; practical request,high
26680,khalli l 2alam 3andak,khalli l 2alam 3andak,خلّي القلم عندك,keep the pen at your place,objects,phrase,phrase,Expansion Round 5; practical request,high
26681,khalli l shanta ma3ak,khalli l shanta ma3ak,خلّي الشنطة معك,keep the bag with you,objects,phrase,phrase,Expansion Round 5; practical request,high
26682,khalli l remote ma3ak,khalli l remote ma3ak,خلّي الريموت معك,keep the remote with you,home,phrase,phrase,Expansion Round 5; practical request,high
26683,khalli l cable 3andak,khalli l cable 3andak,خلّي الكايبل عندك,keep the cable at your place,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26684,ma tensa l screenshot,ma tensa l screenshot,ما تنسى السكرينشوت,do not forget the screenshot,phone_internet,phrase,phrase,Expansion Round 5; reminder phrase,high
26685,ma tense l screenshot,ma tense l screenshot,ما تنسي السكرينشوت,do not forget the screenshot,phone_internet,phrase,phrase,Expansion Round 5; reminder phrase,high
26686,khalli l story 3andak,khalli l story 3andak,خلّي الستوري عندك,keep the story at your place,social_media,phrase,phrase,Expansion Round 5; practical request,high
26687,khalli l soura 3andak,khalli l soura 3andak,خلّي الصورة عندك,keep the picture at your place,phone_internet,phrase,phrase,Expansion Round 5; practical request,high
26688,ma fi meshkle bel app,ma fi meshkle bel app,ما في مشكلة بالآب,there is no problem with the app,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26689,ma fi meshkle bel net,ma fi meshkle bel net,ما في مشكلة بالنت,there is no problem with the internet,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26690,ma fi meshkle bel mic,ma fi meshkle bel mic,ما في مشكلة بالمايك,there is no problem with the mic,phone_internet,phrase,phrase,Expansion Round 5; problem chunk,high
26691,fi meshkle bel sayara,fi meshkle bel sayara,في مشكلة بالسيارة,there is a problem with the car,transportation,phrase,phrase,Expansion Round 5; problem chunk,high
26692,ma fi meshkle bel may,ma fi meshkle bel may,ما في مشكلة بالمي,there is no problem with the water,home,phrase,phrase,Expansion Round 5; problem chunk,high
26693,khallile yeh la bukra,khallile yeh la bukra,خلّيلي ياه لبكرا,reserve it for me until tomorrow,marketplace,phrase,phrase,Expansion Round 5; domain phrase,high
26694,ma fi menno l charger,ma fi menno l charger,ما في منو التشارجر,this charger is not available,phone_internet,phrase,negation,Expansion Round 5; availability phrase,high
26695,ba3do fi menno l card,ba3do fi menno l card,بعدو في منو الكارد,this card is still available,money,phrase,phrase,Expansion Round 5; availability phrase,high
26696,ma fi menno l kebbeye,ma fi menno l kebbeye,ما في منو الكباية,this cup is not available,food,phrase,negation,Expansion Round 5; availability phrase,high
26697,l class t2ajjal shway,l class t2ajjal shway,الكلاس تأجّل شوي,the class was pushed back a little,university,phrase,phrase,Expansion Round 5; event postponement/delay correction,high
26698,b3atle notes l lecture,b3atle notes l lecture,بعتلي نوتس اللكتشر,send me the lecture notes,university,phrase,phrase,Expansion Round 5; domain phrase,high
26699,l story ma 3am ybayyin,l story ma 3am ybayyin,الستوري ما عم يبيّن,the story is not showing,social_media,phrase,negation,Expansion Round 5; problem chunk,high
26700,l grade ma 3am ybayyin,l grade ma 3am ybayyin,الغريد ما عم يبيّن,the grade is not showing,university,phrase,negation,Expansion Round 5; problem chunk,high
26701,l email ma 3am ybayyin,l email ma 3am ybayyin,الإيميل ما عم يبيّن,the email is not showing,work,phrase,negation,Expansion Round 5; problem chunk,high
26702,ba3do l mafte7 mawjoud,ba3do l mafte7 mawjoud,بعدو المفتاح موجود,is the key still available?,objects,phrase,question,Expansion Round 5; question/reply,high
26703,ba3do l laptop mawjoud,ba3do l laptop mawjoud,بعدو اللابتوب موجود,is the laptop still available?,phone_internet,phrase,question,Expansion Round 5; question/reply,high
26704,telephone mesh mawjoud,telephone mesh mawjoud,التلفون مش موجود,phone is not available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26705,ba3do delivery mawjoud,ba3do delivery mawjoud,بعدو الدليفري موجود,delivery is still available,services,phrase,phrase,Expansion Round 5; availability phrase,high
26706,keyboard mesh mawjoude,keyboard mesh mawjoude,الكيبورد مش موجودة,keyboard is not available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26707,password mesh mawjoude,password mesh mawjoude,الباسوورد مش موجودة,password is not available,phone_internet,phrase,phrase,Expansion Round 5; availability phrase,high
26708,ba3da marwa7a mawjoude,ba3da marwa7a mawjoude,بعدها المروحة موجودة,fan is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26709,ba3da kahraba mawjoude,ba3da kahraba mawjoude,بعدها الكهربا موجودة,electricity is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26710,ba3da balcony mawjoude,ba3da balcony mawjoude,بعدها البلكون موجودة,balcony is still available,home,phrase,phrase,Expansion Round 5; availability phrase,high
26711,ba3da lecture mawjoude,ba3da lecture mawjoude,بعدها اللكتشر موجودة,lecture is still available,university,phrase,phrase,Expansion Round 5; availability phrase,high
26712,ba3da fatoura mawjoude,ba3da fatoura mawjoude,بعدها الفاتورة موجودة,invoice is still available,money,phrase,phrase,Expansion Round 5; availability phrase,high
26713,location mesh mawjoude,location mesh mawjoude,اللوكيشن مش موجودة,location is not available,directions,phrase,phrase,Expansion Round 5; availability phrase,high
26714,ba3da hawiyye mawjoude,ba3da hawiyye mawjoude,بعدها الهوية موجودة,ID is still available,services,phrase,phrase,Expansion Round 5; availability phrase,high
26715,ma 3ando l appointment,ma 3ando l appointment,ما عندو الأبوينتمنت,he does not have the appointment,services,phrase,negation,Expansion Round 5; reusable phrase frame,high
26716,ma 3anda l appointment,ma 3anda l appointment,ما عندا الأبوينتمنت,she does not have the appointment,services,phrase,negation,Expansion Round 5; reusable phrase frame,high
26717,ma 3anna l appointment,ma 3anna l appointment,ما عنا الأبوينتمنت,we do not have the appointment,services,phrase,negation,Expansion Round 5; reusable phrase frame,high
26718,khaberne abl ma temshe,khaberne abl ma temshe,خبرني قبل ما تمشي,tell me before you leave,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26719,2elle ba3d ma tekhlase,2elle ba3d ma tekhlase,قلّي بعد ما تخلصي,tell me after you finish,daily_phrases,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26720,khallina nefta7 l file,khallina nefta7 l file,خلينا نفتح الفايل,let us open the file,phone_internet,phrase,phrase,Expansion Round 5; domain phrase,high
26721,l parking ba3do malyen,l parking ba3do malyen,الباركينغ بعدو مليان,the parking is still full,transportation,phrase,phrase,Expansion Round 5; domain phrase,high
26722,khallina nshouf l file,khallina nshouf l file,خلينا نشوف الفايل,let us check the file,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26723,khallina nshouf l link,khallina nshouf l link,خلينا نشوف اللينك,let us check the link,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26724,lezim nshouf l account,lezim nshouf l account,لازم نشوف الأكاونت,we need to check the account,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26725,lezim nshouf l charger,lezim nshouf l charger,لازم نشوف التشارجر,we need to check the charger,phone_internet,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26726,khallina nshouf l card,khallina nshouf l card,خلينا نشوف الكارد,let us check the card,money,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26727,lezim nshouf l fatoura,lezim nshouf l fatoura,لازم نشوف الفاتورة,we need to check the invoice,money,phrase,phrase,Expansion Round 5; reusable phrase frame,high
26728,khallina nshouf l resu,khallina nshouf l resu,خلينا نشوف الإيصال,let us check the receipt,money,phrase,phrase,Expansion Round 5; reusable phrase frame,high
